SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
O[P@@H](=O)Oc1ccc(c(c1)c1occc1)Nc1cn[nH]c1;17/000000704;InChI=1S/C13H12N3O4P/c17-21(18)20-10-3-4-12(16-9-7-14-15-8-9)11(6-10)13-2-1-5-19-13/h1-8,16,21H,(H,14,15)(H,17,18);C13H12N3O4P;305;1.60;4.43;-2.57;23.60;-120
Oc1c(OC(=O)c2nnc([nH]2)CCC)cccc1N1C=NOC1;17/000000335;InChI=1S/C14H15N5O4/c1-2-4-11-16-13(18-17-11)14(21)23-10-6-3-5-9(12(10)20)19-7-15-22-8-19/h3,5-7,20H,2,4,8H2,1H3,(H,16,17,18);C14H15N5O4;317;3.73;5.03;-0.23;23.80;-140
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)CC[NH3+];17/000000771;InChI=1S/C11H12N4O3/c12-4-3-7-1-2-9(8(16)5-7)18-11(17)10-13-6-14-15-10/h1-2,5-6,16H,3-4,12H2,(H,13,14,15)/p+1;C11H13N4O3;249;1.44;4.30;-3.08;2.22;0
Oc1c(OC(=O)c2nnc([nH]2)CCCCC)cccc1;17/000000196;InChI=1S/C14H17N3O3/c1-2-3-4-9-12-15-13(17-16-12)14(19)20-11-8-6-5-7-10(11)18/h5-8,18H,2-4,9H2,1H3,(H,15,16,17);C14H17N3O3;275;3.72;4.04;1.91;5.09;-20
Oc1c(OC(=O)CO)ccc(c1)c1nncs1;17/000000052;InChI=1S/C10H8N2O4S/c13-4-9(15)16-8-2-1-6(3-7(8)14)10-12-11-5-17-10/h1-3,5,13-14H,4H2;C10H8N2O4S;252;1.56;4.45;-4.69;19.50;-160
OC(=O)CCCCc1ccc(cc1O)Nc1sncc1;17/000001596;InChI=1S/C14H16N2O3S/c17-12-9-11(16-13-7-8-15-20-13)6-5-10(12)3-1-2-4-14(18)19/h5-9,16-17H,1-4H2,(H,18,19);C14H16N2O3S;292;2.11;4.49;-3.99;20.10;-60
O[C@@H](C)c1ccc(c(c1C=C)O)OC(=O)c1ncoc1;17/000001215;InChI=1S/C14H13NO5/c1-3-9-10(8(2)16)4-5-12(13(9)17)20-14(18)11-6-19-7-15-11/h3-8,16-17H,1H2,2H3/t8-/m0/s1;C14H13NO5;275;1.50;4.76;-2.94;19.60;-170
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)C(=O)OC;17/000001359;InChI=1S/C10H8N4O5/c1-18-9(16)5-2-3-7(6(15)4-5)19-10(17)8-11-13-14-12-8/h2-4,15H,1H3,(H,11,12,13,14);C10H8N4O5;264;0.26;4.15;-3.05;2.22;-40
Oc1c(OC(=O)c2nnc[nH]2)cccc1;17/000001178;InChI=1S/C9H7N3O3/c13-6-3-1-2-4-7(6)15-9(14)8-10-5-11-12-8/h1-5,13H,(H,10,11,12);C9H7N3O3;205;2.16;4.18;-0.77;2.22;0
OC(=O)Cc1ccc(c(c1)O)OC(=O)c1nnn[nH]1;17/000001527;InChI=1S/C10H8N4O5/c15-6-3-5(4-8(16)17)1-2-7(6)19-10(18)9-11-13-14-12-9/h1-3,15H,4H2,(H,16,17)(H,11,12,13,14);C10H8N4O5;264;-0.25;4.00;-3.86;2.22;-60
Oc1c(OC(=O)C(=O)O)ccc(c1)C1=CCC1;17/000000664;InChI=1S/C12H10O5/c13-9-6-8(7-2-1-3-7)4-5-10(9)17-12(16)11(14)15/h2,4-6,13H,1,3H2,(H,14,15);C12H9O5;233;0.77;4.35;-5.01;3.58;-120
Oc1c(OC(=O)c2occc2)cc(c(c1)C=C)[C@H](C[NH3+])[NH3+];17/000001054;InChI=1S/C15H16N2O4/c1-2-9-6-12(18)14(7-10(9)11(17)8-16)21-15(19)13-4-3-5-20-13/h2-7,11,18H,1,8,16-17H2/p+2/t11-/m0/s1;C15H18N2O4;290;0.78;4.77;-5.12;19.80;-190
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)c1[nH]ncc1Br;17/000001507;InChI=1S/C11H7BrN6O3/c12-6-4-13-14-9(6)5-1-2-8(7(19)3-5)21-11(20)10-15-17-18-16-10/h1-4,19H,(H,13,14)(H,15,16,17,18);C11H7N6O3Br;351;1.76;4.67;-4.38;3.58;-180
Oc1c(OC(=O)C(=O)O)ccc(c1)CCCCBr;17/000001532;InChI=1S/C12H13BrO5/c13-6-2-1-3-8-4-5-10(9(14)7-8)18-12(17)11(15)16/h4-5,7,14H,1-3,6H2,(H,15,16);C12H12O5Br;316;2.23;4.46;-5.70;3.58;-40
Oc1c(OC(=O)c2nnc([nH]2)CCN)ccc(c1)C/C=C/CC;17/000001571;InChI=1S/C16H20N4O3/c1-2-3-4-5-11-6-7-13(12(21)10-11)23-16(22)15-18-14(8-9-17)19-20-15/h3-4,6-7,10,21H,2,5,8-9,17H2,1H3,(H,18,19,20)/b4-3+;C16H20N4O3;316;2.67;4.69;-2.44;4.94;-80
Oc1c(OC(=O)c2nc(oc2)CO)cccc1c1cc[nH]c1;17/000000852;InChI=1S/C15H12N2O5/c18-7-13-17-11(8-21-13)15(20)22-12-3-1-2-10(14(12)19)9-4-5-16-6-9/h1-6,8,16,18-19H,7H2;C15H12N2O5;300;1.13;4.58;-0.09;3.58;-120
Oc1c(OC(=O)C(=O)O)ccc(c1)C1=CCC1;17/000000660;InChI=1S/C12H10O5/c13-9-6-8(7-2-1-3-7)4-5-10(9)17-12(16)11(14)15/h2,4-6,13H,1,3H2,(H,14,15);C12H9O5;233;0.77;4.30;-4.77;3.58;-120
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)c1[nH]ncc1;17/000000227;InChI=1S/C12H9N5O3/c18-9-5-7(8-3-4-14-16-8)1-2-10(9)20-12(19)11-13-6-15-17-11/h1-6,18H,(H,14,16)(H,13,15,17);C12H9N5O3;271;2.88;4.44;-3.65;3.58;-180
Oc1c(OC(=O)c2occc2)ccc(c1)c1[nH][nH]c(=O)c1;17/000000250;InChI=1S/C14H10N2O5/c17-10-6-8(9-7-13(18)16-15-9)3-4-11(10)21-14(19)12-2-1-5-20-12/h1-7,17H,(H2,15,16,18);C14H10N2O5;286;1.74;4.12;-4.19;3.58;-160
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)c1[nH]ncc1;17/000000230;InChI=1S/C12H9N5O3/c18-9-5-7(8-3-4-14-16-8)1-2-10(9)20-12(19)11-13-6-15-17-11/h1-6,18H,(H,14,16)(H,13,15,17);C12H9N5O3;271;2.88;4.36;-3.67;3.58;-180
Oc1c(OC(=O)C(=O)O)cccc1CCO;17/000000515;InChI=1S/C10H10O6/c11-5-4-6-2-1-3-7(8(6)12)16-10(15)9(13)14/h1-3,11-12H,4-5H2,(H,13,14);C10H9O6;225;-0.30;4.03;-1.97;3.58;0
Oc1c(OC(=O)c2occc2)cc(cc1)CO;17/000001029;InChI=1S/C12H10O5/c13-7-8-3-4-9(14)11(6-8)17-12(15)10-2-1-5-16-10/h1-6,13-14H,7H2;C12H10O5;234;1.01;4.26;-1.97;2.22;0
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)CCC;17/000001266;InChI=1S/C11H12N4O3/c1-2-3-7-4-5-9(8(16)6-7)18-11(17)10-12-14-15-13-10/h4-6,16H,2-3H2,1H3,(H,12,13,14,15);C11H12N4O3;248;1.16;4.35;-3.55;3.58;-60
Oc1c(OC(=O)C(=O)O)ccc(c1)C1=CCC1;17/000000663;InChI=1S/C12H10O5/c13-9-6-8(7-2-1-3-7)4-5-10(9)17-12(16)11(14)15/h2,4-6,13H,1,3H2,(H,14,15);C12H9O5;233;0.77;4.32;-5.21;3.58;-120
Oc1c(/C=C/C(=C\C)/COC)cccc1OC(=O)c1nnc[nH]1;17/000000463;InChI=1S/C16H17N3O4/c1-3-11(9-22-2)7-8-12-5-4-6-13(14(12)20)23-16(21)15-17-10-18-19-15/h3-8,10,20H,9H2,1-2H3,(H,17,18,19)/b8-7+,11-3+;C16H17N3O4;315;2.88;4.60;-3.84;3.58;-140
Oc1ccc(cc1OC(=O)c1nnc[nH]1)C[NH3+];17/000000308;InChI=1S/C10H10N4O3/c11-4-6-1-2-7(15)8(3-6)17-10(16)9-12-5-13-14-9/h1-3,5,15H,4,11H2,(H,12,13,14)/p+1;C10H11N4O3;235;1.28;4.12;-3.11;2.22;0
OC(=O)CCCCc1c(O)ccc(c1)C[N@@H+](CC)C;17/000001606;InChI=1S/C15H23NO3/c1-3-16(2)11-12-8-9-14(17)13(10-12)6-4-5-7-15(18)19/h8-10,17H,3-7,11H2,1-2H3,(H,18,19)/p+1;C15H24NO3;266;2.10;4.34;-3.86;3.58;-100
Oc1c(OC(=O)c2ncoc2)ccc(c1)c1ncc[nH]1;17/000000939;InChI=1S/C13H9N3O4/c17-10-5-8(12-14-3-4-15-12)1-2-11(10)20-13(18)9-6-19-7-16-9/h1-7,17H,(H,14,15);C13H9N3O4;271;1.17;4.47;-3.60;21.70;-160
Oc1c(OC(=O)CO)ccc(c1)c1nonc1;17/000000090;InChI=1S/C10H8N2O5/c13-5-10(15)16-9-2-1-6(3-8(9)14)7-4-11-17-12-7/h1-4,13-14H,5H2;C10H8N2O5;236;1.31;4.36;-4.73;18.20;-160
Oc1c(OC(=O)c2nnn[nH]2)cccc1c1cnsc1;17/000000617;InChI=1S/C11H7N5O3S/c17-9-7(6-4-12-20-5-6)2-1-3-8(9)19-11(18)10-13-15-16-14-10/h1-5,17H,(H,13,14,15,16);C11H7N5O3S;289;1.16;4.79;-0.99;3.58;-120
Oc1c(OC(=O)c2nnc[nH]2)cccc1I;17/000001152;InChI=1S/C9H6IN3O3/c10-5-2-1-3-6(7(5)14)16-9(15)8-11-4-12-13-8/h1-4,14H,(H,11,12,13);C9H6N3O3I;331;3.23;4.76;-0.92;2.22;0
Oc1c(OC(=O)CCCC)c(O)cc(c1)c1ncsc1;17/000000151;InChI=1S/C14H15NO4S/c1-2-3-4-13(18)19-14-11(16)5-9(6-12(14)17)10-7-20-8-15-10/h5-8,16-17H,2-4H2,1H3;C14H15NO4S;293;2.81;4.10;-2.84;3.58;-180
Oc1c(OC(=O)C(=O)O)ccc(c1CN)Nc1cn[nH]c1;17/000001053;InChI=1S/C12H12N4O5/c13-3-7-8(16-6-4-14-15-5-6)1-2-9(10(7)17)21-12(20)11(18)19/h1-2,4-5,16-17H,3,13H2,(H,14,15)(H,18,19);C12H11N4O5;291;-0.22;4.17;-6.11;22.60;-60
Oc1c(OC(=O)c2nnc([nH]2)CCC)cc(c(c1)OCCN)CN;17/000001014;InChI=1S/C15H21N5O4/c1-2-3-13-18-14(20-19-13)15(22)24-12-6-9(8-17)11(7-10(12)21)23-5-4-16/h6-7,21H,2-5,8,16-17H2,1H3,(H,18,19,20);C15H21N5O4;335;1.27;5.37;-2.52;5.08;-80
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)c1nnc[nH]1;17/000000636;InChI=1S/C11H8N6O3/c18-7-3-6(9-12-4-14-16-9)1-2-8(7)20-11(19)10-13-5-15-17-10/h1-5,18H,(H,12,14,16)(H,13,15,17);C11H8N6O3;272;3.14;4.61;-3.22;22.90;-160
Oc1c(OC(=O)c2nnc([nH]2)CCC)cccc1;17/000000041;InChI=1S/C12H13N3O3/c1-2-5-10-13-11(15-14-10)12(17)18-9-7-4-3-6-8(9)16/h3-4,6-7,16H,2,5H2,1H3,(H,13,14,15);C12H13N3O3;247;3.01;4.16;1.74;3.58;-20
Oc1c(OC(=O)c2nnc[nH]2)cccc1C1=CC=CCC1;17/000000138;InChI=1S/C15H13N3O3/c19-13-11(10-5-2-1-3-6-10)7-4-8-12(13)21-15(20)14-16-9-17-18-14/h1-2,4-5,7-9,19H,3,6H2,(H,16,17,18);C15H13N3O3;283;2.85;4.53;-2.39;3.58;-160
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)n1cncc1;17/000000425;InChI=1S/C11H8N6O3/c18-8-5-7(17-4-3-12-6-17)1-2-9(8)20-11(19)10-13-15-16-14-10/h1-6,18H,(H,13,14,15,16);C11H8N6O3;272;0.13;4.47;-3.91;24.70;-160
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)Cn1cnnc1;17/000000783;InChI=1S/C12H10N6O3/c19-9-3-8(4-18-6-15-16-7-18)1-2-10(9)21-12(20)11-13-5-14-17-11/h1-3,5-7,19H,4H2,(H,13,14,17);C12H10N6O3;286;3.20;4.35;-4.09;3.58;-40
Oc1c(OC(=O)c2nnc([nH]2)CCC)cccc1/C=C\C;17/000000370;InChI=1S/C15H17N3O3/c1-3-6-10-8-5-9-11(13(10)19)21-15(20)14-16-12(7-4-2)17-18-14/h3,5-6,8-9,19H,4,7H2,1-2H3,(H,16,17,18)/b6-3-;C15H17N3O3;287;3.83;4.90;-0.12;4.94;-80
Oc1c(OC(=O)C(=O)O)cccc1C1=CCON1;17/000000776;InChI=1S/C11H9NO6/c13-9-6(7-4-5-17-12-7)2-1-3-8(9)18-11(16)10(14)15/h1-4,12-13H,5H2,(H,14,15);C11H8NO6;250;0.88;5.00;-2.44;3.58;-120
OC(=O)CCCCc1ccc(cc1O)COC(=O)CS;17/000001622;InChI=1S/C14H18O5S/c15-12-7-10(8-19-14(18)9-20)5-6-11(12)3-1-2-4-13(16)17/h5-7,15,20H,1-4,8-9H2,(H,16,17);C14H18O5S;298;2.00;4.39;-4.78;3.58;-60
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)c1[nH]ncc1;17/000000232;InChI=1S/C12H9N5O3/c18-9-5-7(8-3-4-14-16-8)1-2-10(9)20-12(19)11-13-6-15-17-11/h1-6,18H,(H,14,16)(H,13,15,17);C12H9N5O3;271;2.88;4.30;-3.84;3.58;-160
Oc1c(OC(=O)c2nc(oc2)CC=C)cccc1c1cc[nH]c1CCC;17/000001210;InChI=1S/C20H20N2O4/c1-3-6-15-13(10-11-21-15)14-8-5-9-17(19(14)23)26-20(24)16-12-25-18(22-16)7-4-2/h4-5,8-12,21,23H,2-3,6-7H2,1H3;C20H20N2O4;352;3.44;4.85;-2.16;4.94;-180
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1/C=C\C)CNNC;17/000001034;InChI=1S/C17H23N5O3/c1-4-6-12-11(10-19-18-3)8-9-13(15(12)23)25-17(24)16-20-14(7-5-2)21-22-16/h4,6,8-9,18-19,23H,5,7,10H2,1-3H3,(H,20,21,22)/b6-4-;C17H23N5O3;345;4.11;4.68;-2.72;24.30;-180
Oc1c(OC(=O)c2nnc([nH]2)CCCCN)cccc1C(=O)C;17/000001487;InChI=1S/C15H18N4O4/c1-9(20)10-5-4-6-11(13(10)21)23-15(22)14-17-12(18-19-14)7-2-3-8-16/h4-6,21H,2-3,7-8,16H2,1H3,(H,17,18,19);C15H18N4O4;318;2.00;5.15;2.54;5.09;-20
C#C[C@H](c1ccc(c(c1)O)OC(=O)c1nnc[nH]1)N;17/000000650;InChI=1S/C12H10N4O3/c1-2-8(13)7-3-4-10(9(17)5-7)19-12(18)11-14-6-15-16-11/h1,3-6,8,17H,13H2,(H,14,15,16)/t8-/m1/s1;C12H10N4O3;258;1.41;4.36;-4.00;21.70;-170
OC(=O)CC(=O)Oc1ccc(cc1O)[C@H](C=C)O;17/000000065;InChI=1S/C12H12O6/c1-2-8(13)7-3-4-10(9(14)5-7)18-12(17)6-11(15)16/h2-5,8,13-14H,1,6H2,(H,15,16)/t8-/m0/s1;C12H12O6;252;0.27;4.75;-3.91;3.58;-170
Oc1c(OC(=O)c2nnn[nH]2)ccc(c1)CCCNC;17/000000496;InChI=1S/C12H15N5O3/c1-13-6-2-3-8-4-5-10(9(18)7-8)20-12(19)11-14-16-17-15-11/h4-5,7,13,18H,2-3,6H2,1H3,(H,14,15,16,17);C12H15N5O3;277;0.35;4.04;-4.67;3.58;-60
Oc1c(OC(=O)c2nnc([nH]2)C[NH3+])cccc1c1ncncn1;17/000000586;InChI=1S/C13H11N7O3/c14-4-9-18-12(20-19-9)13(22)23-8-3-1-2-7(10(8)21)11-16-5-15-6-17-11/h1-3,5-6,21H,4,14H2,(H,18,19,20)/p+1;C13H12N7O3;314;0.20;5.07;0.70;22.30;-160
Sc1ccc(c(c1)O)OC(=O)c1nnc[nH]1;17/000000970;InChI=1S/C9H7N3O3S/c13-6-3-5(16)1-2-7(6)15-9(14)8-10-4-11-12-8/h1-4,13,16H,(H,10,11,12);C9H7N3O3S;237;2.54;4.37;-1.69;2.22;0
Oc1c(OC(=O)c2ncoc2)cccc1NC(=O)NCCl;17/000001502;InChI=1S/C12H10ClN3O5/c13-5-14-12(19)16-7-2-1-3-9(10(7)17)21-11(18)8-4-20-6-15-8/h1-4,6,17H,5H2,(H2,14,16,19);C12H10N3O5Cl;311;0.57;4.17;-0.74;5.09;0
Oc1c(OC(=O)c2nnc[nH]2)cccc1;17/000000275;InChI=1S/C9H7N3O3/c13-6-3-1-2-4-7(6)15-9(14)8-10-5-11-12-8/h1-5,13H,(H,10,11,12);C9H7N3O3;205;2.16;4.21;-0.17;2.22;0
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1)c1ocnc1;17/000001093;InChI=1S/C15H14N4O4/c1-2-3-13-17-14(19-18-13)15(21)23-11-5-4-9(6-10(11)20)12-7-16-8-22-12/h4-8,20H,2-3H2,1H3,(H,17,18,19);C15H14N4O4;314;2.79;4.73;-1.58;4.94;-200
Oc1c(OC(=O)C(=O)O)cc(c(c1)C/C=C\C)O;17/000001028;InChI=1S/C12H12O6/c1-2-3-4-7-5-9(14)10(6-8(7)13)18-12(17)11(15)16/h2-3,5-6,13-14H,4H2,1H3,(H,15,16)/b3-2-;C12H11O6;251;0.92;4.91;-5.09;3.58;-40
Oc1c(OC(=O)C(=O)O)ccc(c1CN)/C(=C\C#CC)/C;17/000001278;InChI=1S/C15H15NO5/c1-3-4-5-9(2)10-6-7-12(13(17)11(10)8-16)21-15(20)14(18)19/h5-7,17H,8,16H2,1-2H3,(H,18,19)/b9-5-;C15H14NO5;288;0.78;4.76;-6.13;21.00;-170
Oc1cc(C(=O)NC=S)ccc1OC(=O)C(=O)O;17/000000963;InChI=1S/C10H7NO6S/c12-6-3-5(8(13)11-4-18)1-2-7(6)17-10(16)9(14)15/h1-4,12H,(H,14,15)(H,11,13,18);C10H6NO6S;268;-0.36;4.55;-5.56;3.58;-40
OCCCOc1ccc(cc1c1occc1)O[P@H](=O)O;17/000000707;InChI=1S/C13H15O6P/c14-6-2-8-18-13-5-4-10(19-20(15)16)9-11(13)12-3-1-7-17-12/h1,3-5,7,9,14,20H,2,6,8H2,(H,15,16);C13H15O6P;298;0.86;4.13;0.44;18.80;-120
Oc1c(OC(=O)c2occc2)ccc(c1c1cscc1)C(=C)N;17/000001327;InChI=1S/C17H13NO4S/c1-10(18)12-4-5-13(22-17(20)14-3-2-7-21-14)16(19)15(12)11-6-8-23-9-11/h2-9,19H,1,18H2;C17H13NO4S;327;3.14;4.93;-2.71;5.09;-140
Oc1c(OC(=O)C(=O)O)cccc1C1=CCON1;17/000000775;InChI=1S/C11H9NO6/c13-9-6(7-4-5-17-12-7)2-1-3-8(9)18-11(16)10(14)15/h1-4,12-13H,5H2,(H,14,15);C11H8NO6;250;0.88;4.99;-2.33;3.58;-120
C#CCOc1cc(cc(c1O)OC(=O)c1nnc[nH]1)CON;17/000001047;InChI=1S/C13H12N4O5/c1-2-3-20-9-4-8(6-21-14)5-10(11(9)18)22-13(19)12-15-7-16-17-12/h1,4-5,7,18H,3,6,14H2,(H,15,16,17);C13H12N4O5;304;1.02;4.04;-5.18;24.70;-20
Oc1c(OC(=O)c2occc2)cc(cc1)C[NH3+];17/000000183;InChI=1S/C12H11NO4/c13-7-8-3-4-9(14)11(6-8)17-12(15)10-2-1-5-16-10/h1-6,14H,7,13H2/p+1;C12H12NO4;234;0.94;4.32;-2.51;2.22;0
Oc1ccc(c(c1COC(=O)C)Br)c1nc(sc1)S;17/000001616;InChI=1S/C12H10BrNO3S2/c1-6(15)17-4-8-10(16)3-2-7(11(8)13)9-5-19-12(18)14-9/h2-3,5,16H,4H2,1H3,(H,14,18);C12H10NO3S2Br;360;3.19;4.09;-4.95;3.72;-200
Oc1c(OC(=O)c2nnc([nH]2)CCCO)ccc(c1)CS(=O)=O;17/000000947;InChI=1S/C13H15N3O6S/c17-5-1-2-11-14-12(16-15-11)13(19)22-10-4-3-8(6-9(10)18)7-23(20)21/h3-4,6,17-18,23H,1-2,5,7H2,(H,14,15,16);C13H15N3O6S;341;0.86;4.30;-0.27;24.80;-60
OCc1c(O)c(OC(=O)CCCC)ccc1/C=C\C=C;17/000000549;InChI=1S/C16H20O4/c1-3-5-7-12-9-10-14(16(19)13(12)11-17)20-15(18)8-6-4-2/h3,5,7,9-10,17,19H,1,4,6,8,11H2,2H3/b7-5-;C16H20O4;276;2.35;4.18;-3.16;3.72;-20
Sc1scc(n1)c1cccc(c1O)OC(=O)c1nnc[nH]1;17/000000383;InChI=1S/C12H8N4O3S2/c17-9-6(7-4-21-12(20)15-7)2-1-3-8(9)19-11(18)10-13-5-14-16-10/h1-5,17H,(H,15,20)(H,13,14,16);C12H8N4O3S2;320;3.00;4.53;-1.93;3.58;-140
Oc1c(OC(=O)c2ncc(o2)C)ccc(c1)c1cc[nH]c1;17/000000614;InChI=1S/C15H12N2O4/c1-9-7-17-14(20-9)15(19)21-13-3-2-10(6-12(13)18)11-4-5-16-8-11/h2-8,16,18H,1H3;C15H12N2O4;284;1.85;4.36;-2.31;3.58;-180
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)OP(=O)(O)O;17/000000827;InChI=1S/C9H8N3O7P/c13-6-3-5(19-20(15,16)17)1-2-7(6)18-9(14)8-10-4-11-12-8/h1-4,13H,(H,10,11,12)(H2,15,16,17);C9H8N3O7P;301;0.33;4.23;-3.97;23.10;-60
Oc1c(OC(=O)CCCC)ccc(c1CO)Cn1nncc1;17/000000476;InChI=1S/C15H19N3O4/c1-2-3-4-14(20)22-13-6-5-11(12(10-19)15(13)21)9-18-8-7-16-17-18/h5-8,19,21H,2-4,9-10H2,1H3;C15H19N3O4;305;0.84;4.11;-3.63;21.40;-80
Oc1c(OC(=O)c2ncoc2)cc(cc1NC(=O)N)CCl;17/000001284;InChI=1S/C12H10ClN3O5/c13-3-6-1-7(16-12(14)19)10(17)9(2-6)21-11(18)8-4-20-5-15-8/h1-2,4-5,17H,3H2,(H3,14,16,19);C12H10N3O5Cl;311;0.11;4.26;-4.49;3.72;0
Oc1c(OC(=O)c2nnn[nH]2)cccc1;17/000000738;InChI=1S/C8H6N4O3/c13-5-3-1-2-4-6(5)15-8(14)7-9-11-12-10-7/h1-4,13H,(H,9,10,11,12);C8H6N4O3;206;0.32;4.12;0.02;2.22;0
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)n1cnoc1=O;17/000000572;InChI=1S/C11H7N5O5/c17-7-3-6(16-5-14-21-11(16)19)1-2-8(7)20-10(18)9-12-4-13-15-9/h1-5,17H,(H,12,13,15);C11H7N5O5;289;1.83;4.18;-4.01;24.20;-160
Oc1ccc(cc1OC(=O)c1nnc[nH]1)CON;17/000000560;InChI=1S/C10H10N4O4/c11-17-4-6-1-2-7(15)8(3-6)18-10(16)9-12-5-13-14-9/h1-3,5,15H,4,11H2,(H,12,13,14);C10H10N4O4;250;0.84;4.30;-3.40;3.58;-20
Oc1c(OC(=O)C(=O)O)ccc(c1)OCCC=C;17/000000961;InChI=1S/C12H12O6/c1-2-3-6-17-8-4-5-10(9(13)7-8)18-12(16)11(14)15/h2,4-5,7,13H,1,3,6H2,(H,14,15);C12H11O6;251;1.04;4.25;-6.27;3.58;-60
Oc1c(OC(=O)c2nnc([nH]2)CCCCN)cc(cc1)CC(=O)OC;17/000001058;InChI=1S/C16H20N4O5/c1-24-14(22)9-10-5-6-11(21)12(8-10)25-16(23)15-18-13(19-20-15)4-2-3-7-17/h5-6,8,21H,2-4,7,9,17H2,1H3,(H,18,19,20);C16H20N4O5;348;1.91;4.93;-0.28;5.09;-60
O[P@@H](=O)Oc1cccc(c1)CO;17/000000270;InChI=1S/C7H9O4P/c8-5-6-2-1-3-7(4-6)11-12(9)10/h1-4,8,12H,5H2,(H,9,10);C7H9O4P;188;-0.16;4.02;1.83;10.40;0
Oc1c(OC(=O)c2nnc([nH]2)CCC)ccc(c1)C(F)F;17/000000809;InChI=1S/C13H13F2N3O3/c1-2-3-10-16-12(18-17-10)13(20)21-9-5-4-7(11(14)15)6-8(9)19/h4-6,11,19H,2-3H2,1H3,(H,16,17,18);C13H13N3O3F2;297;3.47;4.60;-0.39;23.50;-190
Oc1c(OC(=O)c2nnc[nH]2)ccc(c1)CC[NH3+];17/000000166;InChI=1S/C11H12N4O3/c12-4-3-7-1-2-9(8(16)5-7)18-11(17)10-13-6-14-15-10/h1-2,5-6,16H,3-4,12H2,(H,13,14,15)/p+1;C11H13N4O3;249;1.44;4.06;-4.33;2.22;-20
Oc1c(OC(=O)C(=O)O)ccc(c1CN)c1[nH]ncc1;17/000001547;InChI=1S/C12H11N3O5/c13-5-7-6(8-3-4-14-15-8)1-2-9(10(7)16)20-12(19)11(17)18/h1-4,16H,5,13H2,(H,14,15)(H,17,18);C12H10N3O5;276;0.20;4.32;-5.25;21.20;-180
Oc1c(OC(=O)c2nnc[nH]2)cc(cc1c1[nH]ncc1Cl)COC;17/000001519;InChI=1S/C14H12ClN5O4/c1-23-5-7-2-8(11-9(15)4-17-19-11)12(21)10(3-7)24-14(22)13-16-6-18-20-13/h2-4,6,21H,5H2,1H3,(H,17,19)(H,16,18,20);C14H12N5O4Cl;349;3.13;4.62;-5.21;5.24;-140
OC(=O)CCCCc1ccccc1O;17/000001575;InChI=1S/C11H14O3/c12-10-7-3-1-5-9(10)6-2-4-8-11(13)14/h1,3,5,7,12H,2,4,6,8H2,(H,13,14);C11H14O3;194;1.93;4.04;0.12;2.22;0
OC(=O)CCCCc1cc(ccc1O)[C@@H](C)NN;17/000001113;InChI=1S/C13H20N2O3/c1-9(15-14)10-6-7-12(16)11(8-10)4-2-3-5-13(17)18/h6-9,15-16H,2-5,14H2,1H3,(H,17,18)/t9-/m1/s1;C13H20N2O3;252;1.35;4.04;-3.42;14.00;-190
Oc1c(OC(=O)c2nnc([nH]2)CCCCN)cccc1C(=O)C;17/000001488;InChI=1S/C15H18N4O4/c1-9(20)10-5-4-6-11(13(10)21)23-15(22)14-17-12(18-19-14)7-2-3-8-16/h4-6,21H,2-3,7-8,16H2,1H3,(H,17,18,19);C15H18N4O4;318;2.00;5.15;1.46;5.09;-20
OC(=O)c1c(O)c(OC(=O)c2occc2)cc(c1)C[NH3+];17/000000405;InChI=1S/C13H11NO6/c14-6-7-4-8(12(16)17)11(15)10(5-7)20-13(18)9-2-1-3-19-9/h1-5,15H,6,14H2,(H,16,17)/p+1;C13H12NO6;278;0.56;4.70;-2.60;3.58;0
Oc1c(OC(=O)c2nnc([nH]2)CCN)ccc(c1)C/C=C/CC;17/000001564;InChI=1S/C16H20N4O3/c1-2-3-4-5-11-6-7-13(12(21)10-11)23-16(22)15-18-14(8-9-17)19-20-15/h3-4,6-7,10,21H,2,5,8-9,17H2,1H3,(H,18,19,20)/b4-3+;C16H20N4O3;316;2.67;4.56;-2.08;4.94;-80
OC(=O)CCCCc1c(O)ccc(c1)C/C=C/N;17/000001655;InChI=1S/C14H19NO3/c15-9-3-4-11-7-8-13(16)12(10-11)5-1-2-6-14(17)18/h3,7-10,16H,1-2,4-6,15H2,(H,17,18)/b9-3+;C14H19NO3;249;1.84;4.58;-4.15;3.58;-60
