SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)C[C@H](C)S;1/000000632;InChI=1S/C14H16N2O4S/c1-8(21)6-9-2-3-10(20-9)7-12(18)13-11(4-5-17)14(19)16-15-13/h2-4,8,17,21H,5-7H2,1H3,(H,16,19)/b11-4-/t8-/m0/s1;C14H16N2O4S;308;0.76;4.59;2.51;2.48;-170
ONC/C=C\CCC(=O)c1cccc(c1O)n1ncoc1=S;1/000000162;InChI=1S/C14H15N3O4S/c18-12(7-2-1-3-8-16-20)10-5-4-6-11(13(10)19)17-14(22)21-9-15-17/h1,3-6,9,16,19-20H,2,7-8H2/b3-1-;C14H15N3O4S;321;1.76;4.14;-3.28;3.58;-120
OC/C=C\1/C(=NNC1=O)C(=O)C/C=C/C(=O)N(=O)=O;1/000000682;InChI=1S/C10H9N3O6/c14-5-4-6-9(11-12-10(6)17)7(15)2-1-3-8(16)13(18)19/h1,3-4,14H,2,5H2,(H,12,17)/b3-1+,6-4-;C10H9N3O6;267;-0.40;4.73;4.46;5.09;-90
OC(/C=C/C(=O)NCCc1nnc([nH]1)S)(F)F;1/000001121;InChI=1S/C8H10F2N4O2S/c9-8(10,16)3-1-6(15)11-4-2-5-12-7(17)14-13-5/h1,3,16H,2,4H2,(H,11,15)(H2,12,13,14,17)/b3-1+;C8H10N4O2SF2;264;0.90;4.02;0.25;2.22;-150
ONCC(=O)Cc1nnc(s1)CC#CC;1/000000173;InChI=1S/C9H11N3O2S/c1-2-3-4-8-11-12-9(15-8)5-7(13)6-10-14/h10,14H,4-6H2,1H3;C9H11N3O2S;225;0.56;4.10;-4.01;2.22;-40
ONC/C=C/CC1=C[C@@H](C=CO1)C;1/000000388;InChI=1S/C10H15NO2/c1-9-5-7-13-10(8-9)4-2-3-6-11-12/h2-3,5,7-9,11-12H,4,6H2,1H3/b3-2+/t9-/m1/s1;C10H15NO2;181;1.61;4.40;-0.71;2.22;-170
OC/C=C\1/C(=NNC1=O)C(=O)C/C=C/C(=O)Cc1nocc1;1/000000654;InChI=1S/C14H13N3O5/c18-6-4-11-13(15-16-14(11)21)12(20)3-1-2-10(19)8-9-5-7-22-17-9/h1-2,4-5,7,18H,3,6,8H2,(H,16,21)/b2-1+,11-4-;C14H13N3O5;303;-0.30;4.27;0.47;5.09;0
ON[C@H](/C=C/Cc1ncnc(c1)Cc1sccc1)S;1/000000746;InChI=1S/C13H15N3OS2/c17-16-13(18)5-1-3-10-7-11(15-9-14-10)8-12-4-2-6-19-12/h1-2,4-7,9,13,16-18H,3,8H2/b5-1+/t13-/m0/s1;C13H15N3OS2;293;1.35;4.35;-4.25;20.00;-150
ON[C@H](c1coc(c1)CCCO)S;1/000000739;InChI=1S/C8H13NO3S/c10-3-1-2-7-4-6(5-12-7)8(13)9-11/h4-5,8-11,13H,1-3H2/t8-/m0/s1;C8H13NO3S;203;0.22;4.28;1.73;2.35;-150
Sc1nnc([nH]1)[C@@H](c1nonc1)N;1/000001075;InChI=1S/C5H6N6OS/c6-3(2-1-7-12-11-2)4-8-5(13)10-9-4/h1,3H,6H2,(H2,8,9,10,13)/t3-/m1/s1;C5H6N6OS;198;1.15;4.31;5.28;20.10;-150
ONCC(=O)Cc1nnc(s1)[C@@H](C1=CCC=C1)Cl;1/000000304;InChI=1S/C11H12ClN3O2S/c12-10(7-3-1-2-4-7)11-15-14-9(18-11)5-8(16)6-13-17/h1,3-4,10,13,17H,2,5-6H2/t10-/m1/s1;C11H12N3O2SCl;285;0.73;4.25;-3.57;24.00;-190
ONC/C=C/CC1=C[C@@H](C=CO1)CC/C=C/C;1/000000836;InChI=1S/C14H21NO2/c1-2-3-4-7-13-9-11-17-14(12-13)8-5-6-10-15-16/h2-3,5-6,9,11-13,15-16H,4,7-8,10H2,1H3/b3-2+,6-5+/t13-/m1/s1;C14H21NO2;235;2.63;4.62;-2.82;3.58;-190
Sc1nnc([nH]1)CCNC(=O)[C@]1(O)COCC1;1/000000686;InChI=1S/C9H14N4O3S/c14-7(9(15)2-4-16-5-9)10-3-1-6-11-8(17)13-12-6/h15H,1-5H2,(H,10,14)(H2,11,12,13,17)/t9-/m1/s1;C9H14N4O3S;258;-0.29;4.38;1.67;2.22;-150
ONC/C=C\C[C@H](Cc1[nH]ccc1C)O;1/000000929;InChI=1S/C11H18N2O2/c1-9-5-7-12-11(9)8-10(14)4-2-3-6-13-15/h2-3,5,7,10,12-15H,4,6,8H2,1H3/b3-2-/t10-/m1/s1;C11H18N2O2;210;0.67;4.52;-2.66;3.58;-170
ONCC(=O)Cc1nnc(s1)CC(F)F;1/000000244;InChI=1S/C7H9F2N3O2S/c8-5(9)2-7-12-11-6(15-7)1-4(13)3-10-14/h5,10,14H,1-3H2;C7H9N3O2SF2;237;0.69;4.34;-0.54;2.22;-150
ONC/C=C\C[C@H](Cc1n[nH]cn1)O;1/000000402;InChI=1S/C8H14N4O2/c13-7(3-1-2-4-11-14)5-8-9-6-10-12-8/h1-2,6-7,11,13-14H,3-5H2,(H,9,10,12)/b2-1-/t7-/m1/s1;C8H14N4O2;198;-0.04;4.31;-1.99;3.58;-150
ONC/C=C/CC1=CCC=C(O1)C[NH3+];1/000000252;InChI=1S/C10H16N2O2/c11-8-10-6-3-5-9(14-10)4-1-2-7-12-13/h1-2,5-6,12-13H,3-4,7-8,11H2/p+1/b2-1+;C10H17N2O2;197;0.53;4.22;-0.33;3.58;0
OC/C=C/Cc1nnc(s1)CC(=O)[C@H](c1n[nH]cc1Br)NO;1/000000536;InChI=1S/C12H14BrN5O3S/c13-7-6-14-17-11(7)12(18-21)8(20)5-10-16-15-9(22-10)3-1-2-4-19/h1-2,6,12,18-19,21H,3-5H2,(H,14,17)/b2-1+/t12-/m1/s1;C12H14N5O3SBr;388;0.78;4.49;0.22;3.84;-170
ONC/C=C/CC1=CCC=C(O1)C[NH3+];1/000000254;InChI=1S/C10H16N2O2/c11-8-10-6-3-5-9(14-10)4-1-2-7-12-13/h1-2,5-6,12-13H,3-4,7-8,11H2/p+1/b2-1+;C10H17N2O2;197;0.53;4.06;-1.39;3.58;0
OCC#CCc1nnc(s1)CC(=O)[C@H](c1n[nH]cc1Br)NO;1/000000569;InChI=1S/C12H12BrN5O3S/c13-7-6-14-17-11(7)12(18-21)8(20)5-10-16-15-9(22-10)3-1-2-4-19/h6,12,18-19,21H,3-5H2,(H,14,17)/t12-/m1/s1;C12H12N5O3SBr;386;0.51;4.55;0.76;3.84;-150
ON[C@H](/C=C/Cc1ncnc(c1)Cc1ccccc1)S;1/000000792;InChI=1S/C15H17N3OS/c19-18-15(20)8-4-7-13-10-14(17-11-16-13)9-12-5-2-1-3-6-12/h1-6,8,10-11,15,18-20H,7,9H2/b8-4+/t15-/m0/s1;C15H17N3OS;287;2.28;4.60;-3.89;15.50;-150
ONCC(=O)Cc1nnc(s1)[C@@H]1CC[NH2+]1;1/000000197;InChI=1S/C8H12N4O2S/c13-5(4-10-14)3-7-11-12-8(15-7)6-1-2-9-6/h6,9-10,14H,1-4H2/p+1/t6-/m0/s1;C8H13N4O2S;229;-0.37;4.06;-1.30;2.22;-190
Sc1nnc([nH]1)COC[C@@H](CCNNCc1n[nH]nc1)O;1/000001089;InChI=1S/C10H18N8O2S/c19-8(5-20-6-9-14-10(21)17-16-9)1-2-11-12-3-7-4-13-18-15-7/h4,8,11-12,19H,1-3,5-6H2,(H,13,15,18)(H2,14,16,17,21)/t8-/m1/s1;C10H18N8O2S;314;1.98;4.31;-1.90;5.09;-190
Sc1nnc([nH]1)[C@@H](c1nonc1)N;1/000001071;InChI=1S/C5H6N6OS/c6-3(2-1-7-12-11-2)4-8-5(13)10-9-4/h1,3H,6H2,(H2,8,9,10,13)/t3-/m1/s1;C5H6N6OS;198;1.15;4.01;5.27;20.10;-150
Sc1nnc([nH]1)[C@H](CCCc1ccccc1)N;1/000001116;InChI=1S/C12H16N4S/c13-10(11-14-12(17)16-15-11)8-4-7-9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8,13H2,(H2,14,15,16,17)/t10-/m0/s1;C12H16N4S;248;3.26;5.05;4.20;3.72;-150
OC/C=C/1\C(=O)NN=C1C(=O)Cc1oc(cc1)CC[C@@H](c1cscc1)N;1/000001011;InChI=1S/C18H19N3O4S/c19-15(11-6-8-26-10-11)4-3-12-1-2-13(25-12)9-16(23)17-14(5-7-22)18(24)21-20-17/h1-2,5-6,8,10,15,22H,3-4,7,9,19H2,(H,21,24)/b14-5-/t15-/m0/s1;C18H19N3O4S;373;0.54;5.98;2.84;3.98;-170
Sc1nnc([nH]1)CCCCOCC1=C(CC1)[C@H]1NC(=O)NC1;1/000001132;InChI=1S/C14H21N5O2S/c20-13-15-7-11(16-13)10-5-4-9(10)8-21-6-2-1-3-12-17-14(22)19-18-12/h11H,1-8H2,(H2,15,16,20)(H2,17,18,19,22)/t11-/m0/s1;C14H21N5O2S;323;0.81;4.19;2.27;24.50;-190
ONC/C=C\C[C@H](Cc1nnsc1)O;1/000000489;InChI=1S/C8H13N3O2S/c12-8(3-1-2-4-9-13)5-7-6-14-11-10-7/h1-2,6,8-9,12-13H,3-5H2/b2-1-/t8-/m1/s1;C8H13N3O2S;215;1.51;4.84;-2.04;3.58;-150
SC[C@@H](C/C=C\CNO)O;1/000000721;InChI=1S/C6H13NO2S/c8-6(5-10)3-1-2-4-7-9/h1-2,6-10H,3-5H2/b2-1-/t6-/m1/s1;C6H13NO2S;163;0.53;4.41;1.79;1.00;-150
ONC/C(=C/CC1=CCC=C(O1)[C@](CN)(C=C)N)/C;1/000000907;InChI=1S/C14H23N3O2/c1-3-14(16,10-15)13-6-4-5-12(19-13)8-7-11(2)9-17-18/h3,5-7,17-18H,1,4,8-10,15-16H2,2H3/b11-7+/t14-/m1/s1;C14H23N3O2;265;0.18;4.55;-1.87;19.00;-190
ONCC(=O)Cc1nnc(s1)C/C=C(\C)/C=C;1/000000131;InChI=1S/C11H15N3O2S/c1-3-8(2)4-5-10-13-14-11(17-10)6-9(15)7-12-16/h3-4,12,16H,1,5-7H2,2H3/b8-4+;C11H15N3O2S;253;0.94;4.30;-3.09;3.58;-60
ONCC(=O)Cc1nnc(s1)CC#CC;1/000000180;InChI=1S/C9H11N3O2S/c1-2-3-4-8-11-12-9(15-8)5-7(13)6-10-14/h10,14H,4-6H2,1H3;C9H11N3O2S;225;0.56;4.17;-0.06;2.22;-20
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)C[N@@H+](CC(=C)C)C;1/000000994;InChI=1S/C17H21N3O4/c1-11(2)9-20(3)10-13-5-4-12(24-13)8-15(22)16-14(6-7-21)17(23)19-18-16/h4-6,21H,1,7-10H2,2-3H3,(H,19,23)/p+1/b14-6-;C17H22N3O4;332;-0.05;4.32;-0.55;3.84;-100
ONC/C=C/CC1=C[C@@H](C=CO1)C;1/000000390;InChI=1S/C10H15NO2/c1-9-5-7-13-10(8-9)4-2-3-6-11-12/h2-3,5,7-9,11-12H,4,6H2,1H3/b3-2+/t9-/m1/s1;C10H15NO2;181;1.61;4.39;-0.72;2.22;-170
ONC/C=C\C[C@H](Cc1nocc1)O;1/000000849;InChI=1S/C9H14N2O3/c12-9(3-1-2-5-10-13)7-8-4-6-14-11-8/h1-2,4,6,9-10,12-13H,3,5,7H2/b2-1-/t9-/m1/s1;C9H14N2O3;198;0.36;4.32;-1.51;3.58;-150
ON[C@H](C(=O)Cc1nnc(s1)CC#CC)C=C;1/000000529;InChI=1S/C11H13N3O2S/c1-3-5-6-10-12-13-11(17-10)7-9(15)8(4-2)14-16/h4,8,14,16H,2,6-7H2,1H3/t8-/m0/s1;C11H13N3O2S;251;1.04;4.13;-1.02;2.22;-190
ONC/C=C/CC1=CCC=C(O1)Cc1noc(c1C)N;1/000000276;InChI=1S/C14H19N3O3/c1-10-13(17-20-14(10)15)9-12-7-4-6-11(19-12)5-2-3-8-16-18/h2-3,6-7,16,18H,4-5,8-9,15H2,1H3/b3-2+;C14H19N3O3;277;1.62;4.12;-2.51;22.20;-40
Sc1nnc([nH]1)C[N@H+](Cc1cnccc1S(=O)=O)C;1/000000716;InChI=1S/C10H13N5O2S2/c1-15(6-9-12-10(18)14-13-9)5-7-4-11-3-2-8(7)19(16)17/h2-4,19H,5-6H2,1H3,(H2,12,13,14,18)/p+1;C10H14N5O2S2;300;0.65;4.26;5.72;3.72;-20
ONCCC[C@H](C)c1ccnc(c1O)I;1/000000005;InChI=1S/C10H15IN2O2/c1-7(3-2-5-13-15)8-4-6-12-10(11)9(8)14/h4,6-7,13-15H,2-3,5H2,1H3/t7-/m0/s1;C10H15N2O2I;322;2.15;4.19;-1.58;2.35;-170
ONCC(=O)Cc1nnc(s1)C/C=C(\C)/C=C;1/000000740;InChI=1S/C11H15N3O2S/c1-3-8(2)4-5-10-13-14-11(17-10)6-9(15)7-12-16/h3-4,12,16H,1,5-7H2,2H3/b8-4+;C11H15N3O2S;253;0.94;4.78;0.81;3.58;-20
c1nc(ccc1)CC(=O)OCC1=NNC(=O)/C/1=C\CN;1/000000671;InChI=1S/C13H14N4O3/c14-5-4-10-11(16-17-13(10)19)8-20-12(18)7-9-3-1-2-6-15-9/h1-4,6H,5,7-8,14H2,(H,17,19)/b10-4-;C13H14N4O3;274;-0.11;4.17;6.04;3.58;0
ON[C@H](c1coc(c1)CC(=O)OCC=C)S;1/000000526;InChI=1S/C10H13NO4S/c1-2-3-14-9(12)5-8-4-7(6-15-8)10(16)11-13/h2,4,6,10-11,13,16H,1,3,5H2/t10-/m0/s1;C10H13NO4S;243;0.88;4.07;-2.43;4.81;-150
ON[C@H](C(=O)Cc1nnc(s1)CC#C)c1n[nH]cc1Br;1/000000141;InChI=1S/C11H10BrN5O2S/c1-2-3-8-14-15-9(20-8)4-7(18)11(17-19)10-6(12)5-13-16-10/h1,5,11,17,19H,3-4H2,(H,13,16)/t11-/m1/s1;C11H10N5O2SBr;356;1.15;4.35;1.04;2.48;-150
ON[C@H](C(=O)Cc1nnc(s1)CC=C)c1n[nH]cc1Br;1/000000217;InChI=1S/C11H12BrN5O2S/c1-2-3-8-14-15-9(20-8)4-7(18)11(17-19)10-6(12)5-13-16-10/h2,5,11,17,19H,1,3-4H2,(H,13,16)/t11-/m1/s1;C11H12N5O2SBr;358;1.50;4.48;2.03;2.48;-150
OC/C=C\1/C(=NNC1=O)C(=O)Cc1nc(cs1)C;1/000000365;InChI=1S/C11H11N3O3S/c1-6-5-18-9(12-6)4-8(16)10-7(2-3-15)11(17)14-13-10/h2,5,15H,3-4H2,1H3,(H,14,17)/b7-2-;C11H11N3O3S;265;-0.22;4.54;6.46;2.48;-20
Sc1nnc([nH]1)CCCCC#C[C@@H](C1=NCON1)OC(=O)C=C;1/000001103;InChI=1S/C14H17N5O3S/c1-2-12(20)22-10(13-15-9-21-19-13)7-5-3-4-6-8-11-16-14(23)18-17-11/h2,10H,1,3-4,6,8-9H2,(H,15,19)(H2,16,17,18,23)/t10-/m0/s1;C14H17N5O3S;335;2.73;4.21;-0.79;5.09;-150
ONC/C=C\C[C@H](Cc1[nH]ccc1C=C)O;1/000000884;InChI=1S/C12H18N2O2/c1-2-10-6-8-13-12(10)9-11(15)5-3-4-7-14-16/h2-4,6,8,11,13-16H,1,5,7,9H2/b4-3-/t11-/m1/s1;C12H18N2O2;222;0.96;4.59;-3.53;3.72;-170
ON[C@@H](c1cc[nH]c1CBr)C(=O)O;1/000000081;InChI=1S/C7H9BrN2O3/c8-3-5-4(1-2-9-5)6(10-13)7(11)12/h1-2,6,9-10,13H,3H2,(H,11,12)/t6-/m0/s1;C7H8N2O3Br;248;-0.15;4.35;7.58;2.22;-150
ON[C@@H](CO)C(=O)Cc1nnc(s1)CC#CC;1/000000571;InChI=1S/C10H13N3O3S/c1-2-3-4-9-11-12-10(17-9)5-8(15)7(6-14)13-16/h7,13-14,16H,4-6H2,1H3/t7-/m0/s1;C10H13N3O3S;255;-0.04;5.22;-1.31;2.22;-190
O[C@@H](COCc1nnc([nH]1)S)c1oc(cn1)COC;1/000001049;InChI=1S/C10H14N4O4S/c1-16-3-6-2-11-9(18-6)7(15)4-17-5-8-12-10(19)14-13-8/h2,7,15H,3-5H2,1H3,(H2,12,13,14,19)/t7-/m0/s1;C10H14N4O4S;286;-0.18;4.14;1.96;5.09;-170
O[C@@H](COCc1nnc([nH]1)S)c1oc(cn1)COC;1/000001044;InChI=1S/C10H14N4O4S/c1-16-3-6-2-11-9(18-6)7(15)4-17-5-8-12-10(19)14-13-8/h2,7,15H,3-5H2,1H3,(H2,12,13,14,19)/t7-/m0/s1;C10H14N4O4S;286;-0.18;4.08;1.08;5.09;-170
ONC/C=C\C[C@H](CNCC)O;1/000000415;InChI=1S/C8H18N2O2/c1-2-9-7-8(11)5-3-4-6-10-12/h3-4,8-12H,2,5-7H2,1H3/b4-3-/t8-/m1/s1;C8H18N2O2;174;-0.11;4.21;-2.12;2.22;-170
Oc1ccccc1C(=C)COC(=O)C[C@H](C)c1nnc([nH]1)S;1/000001064;InChI=1S/C15H17N3O3S/c1-9(14-16-15(22)18-17-14)7-13(20)21-8-10(2)11-5-3-4-6-12(11)19/h3-6,9,19H,2,7-8H2,1H3,(H2,16,17,18,22)/t9-/m0/s1;C15H17N3O3S;319;3.39;4.33;0.76;5.08;-170
ONCC(=O)Cc1nnc(s1)CC#CCC=C;1/000000422;InChI=1S/C11H13N3O2S/c1-2-3-4-5-6-10-13-14-11(17-10)7-9(15)8-12-16/h2,12,16H,1,3,6-8H2;C11H13N3O2S;251;1.00;4.25;1.01;23.70;0
ON[C@@H](CO)C(=O)Cc1nnc(s1)CC#CC;1/000000574;InChI=1S/C10H13N3O3S/c1-2-3-4-9-11-12-10(17-9)5-8(15)7(6-14)13-16/h7,13-14,16H,4-6H2,1H3/t7-/m0/s1;C10H13N3O3S;255;-0.04;4.35;-0.79;2.22;-190
ONC/C=C\C[C@@](CS)(c1cnoc1)O;1/000000912;InChI=1S/C9H14N2O3S/c12-9(7-15,3-1-2-4-10-13)8-5-11-14-6-8/h1-2,5-6,10,12-13,15H,3-4,7H2/b2-1-/t9-/m1/s1;C9H14N2O3S;230;0.63;4.68;1.17;3.58;-150
O[C@@H](C1=NNC(=O)/C/1=C\C(=O)C)C=C;1/000000979;InChI=1S/C9H10N2O3/c1-3-7(13)8-6(4-5(2)12)9(14)11-10-8/h3-4,7,13H,1H2,2H3,(H,11,14)/b6-4-/t7-/m1/s1;C9H10N2O3;194;-0.35;4.78;7.47;3.58;-170
Sc1nnc([nH]1)[C@H](CCCCCNCCS)N;1/000001140;InChI=1S/C10H21N5S2/c11-8(9-13-10(17)15-14-9)4-2-1-3-5-12-6-7-16/h8,12,16H,1-7,11H2,(H2,13,14,15,17)/t8-/m0/s1;C10H21N5S2;275;2.39;4.26;3.77;3.70;-150
ONCC(=O)Cc1nnc(s1)[C@H](c1n[nH]nc1)C(=O)OCCO;1/000000785;InChI=1S/C11H14N6O5S/c18-1-2-22-11(20)9(7-5-12-17-14-7)10-16-15-8(23-10)3-6(19)4-13-21/h5,9,13,18,21H,1-4H2,(H,12,14,17)/t9-/m0/s1;C11H14N6O5S;342;-0.38;4.23;-5.21;4.69;-190
OC/C=C/1\C(=O)NN=C1[C@@H](CC=C)N;1/000000681;InChI=1S/C9H13N3O2/c1-2-3-7(10)8-6(4-5-13)9(14)12-11-8/h2,4,7,13H,1,3,5,10H2,(H,12,14)/b6-4-/t7-/m1/s1;C9H13N3O2;195;-0.34;4.24;5.94;3.58;-150
ON[C@H](/C=C/CCNC(=O)C)S;1/000000285;InChI=1S/C7H14N2O2S/c1-6(10)8-5-3-2-4-7(12)9-11/h2,4,7,9,11-12H,3,5H2,1H3,(H,8,10)/b4-2+/t7-/m0/s1;C7H14N2O2S;190;0.44;4.02;-1.99;2.22;-170
ON[C@H](c1coc(c1)CCCC#CC)S;1/000000186;InChI=1S/C11H15NO2S/c1-2-3-4-5-6-10-7-9(8-14-10)11(15)12-13/h7-8,11-13,15H,4-6H2,1H3/t11-/m0/s1;C11H15NO2S;225;1.74;4.13;-1.24;2.35;-170
OC/C=C/Cc1nnc(s1)CC(=O)[C@H](c1n[nH]cc1Br)NO;1/000000539;InChI=1S/C12H14BrN5O3S/c13-7-6-14-17-11(7)12(18-21)8(20)5-10-16-15-9(22-10)3-1-2-4-19/h1-2,6,12,18-19,21H,3-5H2,(H,14,17)/b2-1+/t12-/m1/s1;C12H14N5O3SBr;388;0.78;4.82;1.04;3.84;-170
O[C@@H](C1=NNC(=O)/C/1=C\C(=O)C)C=C;1/000000983;InChI=1S/C9H10N2O3/c1-3-7(13)8-6(4-5(2)12)9(14)11-10-8/h3-4,7,13H,1H2,2H3,(H,11,14)/b6-4-/t7-/m1/s1;C9H10N2O3;194;-0.35;4.28;8.06;3.58;-170
ONCC(=O)Cc1nnc(s1)[C@H](CCCS)C;1/000000911;InChI=1S/C10H17N3O2S2/c1-7(3-2-4-16)10-13-12-9(17-10)5-8(14)6-11-15/h7,11,15-16H,2-6H2,1H3/t7-/m0/s1;C10H17N3O2S2;275;1.60;4.24;-3.58;3.72;-190
ONC/C=C\C[C@H](Cc1nocc1)O;1/000000839;InChI=1S/C9H14N2O3/c12-9(3-1-2-5-10-13)7-8-4-6-14-11-8/h1-2,4,6,9-10,12-13H,3,5,7H2/b2-1-/t9-/m1/s1;C9H14N2O3;198;0.36;4.32;-1.68;3.58;-150
ONCC(=O)Cc1nnc(s1)[C@@H](/C=C\C=C)Cl;1/000000297;InChI=1S/C10H12ClN3O2S/c1-2-3-4-8(11)10-14-13-9(17-10)5-7(15)6-12-16/h2-4,8,12,16H,1,5-6H2/b4-3-/t8-/m1/s1;C10H12N3O2SCl;273;0.99;4.18;-3.27;3.58;-170
ON[C@H](C(=O)Cc1nncs1)c1nnco1;1/000000011;InChI=1S/C7H7N5O3S/c13-4(1-5-10-9-3-16-5)6(12-14)7-11-8-2-15-7/h2-3,6,12,14H,1H2/t6-/m1/s1;C7H7N5O3S;241;0.74;4.59;5.28;2.35;-150
Sc1nnc([nH]1)CCNC(=O)[C@]1(O)COCC1;1/000000685;InChI=1S/C9H14N4O3S/c14-7(9(15)2-4-16-5-9)10-3-1-6-11-8(17)13-12-6/h15H,1-5H2,(H,10,14)(H2,11,12,13,17)/t9-/m1/s1;C9H14N4O3S;258;-0.29;4.60;2.48;2.22;-150
ONCC(=O)Cc1nnc(s1)[C@H](CC)C(=O)O;1/000000288;InChI=1S/C9H13N3O4S/c1-2-6(9(14)15)8-12-11-7(17-8)3-5(13)4-10-16/h6,10,16H,2-4H2,1H3,(H,14,15)/t6-/m0/s1;C9H13N3O4S;259;-0.14;4.59;-1.86;3.72;-170
Sc1nnc([nH]1)[C@H](CCCc1ccccc1)N;1/000001115;InChI=1S/C12H16N4S/c13-10(11-14-12(17)16-15-11)8-4-7-9-5-2-1-3-6-9/h1-3,5-6,10H,4,7-8,13H2,(H2,14,15,16,17)/t10-/m0/s1;C12H16N4S;248;3.26;4.79;4.28;3.72;-150
OC/C=C/1\C(=O)NN=C1C(=O)C/C=C/C(=O)CCCC;1/000000675;InChI=1S/C14H18N2O4/c1-2-3-5-10(18)6-4-7-12(19)13-11(8-9-17)14(20)16-15-13/h4,6,8,17H,2-3,5,7,9H2,1H3,(H,16,20)/b6-4+,11-8-;C14H18N2O4;278;0.50;4.64;4.11;5.09;-170
ON[C@H](/C=C/Cc1ncnc(c1)Cc1sccc1)S;1/000000741;InChI=1S/C13H15N3OS2/c17-16-13(18)5-1-3-10-7-11(15-9-14-10)8-12-4-2-6-19-12/h1-2,4-7,9,13,16-18H,3,8H2/b5-1+/t13-/m0/s1;C13H15N3OS2;293;1.35;4.25;-4.29;20.00;-150
OCC#Cc1nnc(s1)CC(=O)[C@H](c1nnc[nH]1)NO;1/000000311;InChI=1S/C10H10N6O3S/c17-3-1-2-7-13-14-8(20-7)4-6(18)9(16-19)10-11-5-12-15-10/h5,9,16-17,19H,3-4H2,(H,11,12,15)/t9-/m1/s1;C10H10N6O3S;294;0.29;4.60;-0.29;2.35;-190
ONC/C=C/CC1=C[C@H](C=CO1)CC(=O)N;1/000000928;InChI=1S/C11H16N2O3/c12-11(14)8-9-4-6-16-10(7-9)3-1-2-5-13-15/h1-2,4,6-7,9,13,15H,3,5,8H2,(H2,12,14)/b2-1+/t9-/m0/s1;C11H16N2O3;224;0.00;4.18;-2.71;3.58;-150
Oc1cc(cc(c1)O)C(=C)COC(=O)C[C@H](C)c1nnc([nH]1)S;1/000001101;InChI=1S/C15H17N3O4S/c1-8(14-16-15(23)18-17-14)3-13(21)22-7-9(2)10-4-11(19)6-12(20)5-10/h4-6,8,19-20H,2-3,7H2,1H3,(H2,16,17,18,23)/t8-/m0/s1;C15H17N3O4S;335;2.99;4.34;1.12;5.08;-190
ONCC(=O)Cc1nnc(s1)CC#CC;1/000000179;InChI=1S/C9H11N3O2S/c1-2-3-4-8-11-12-9(15-8)5-7(13)6-10-14/h10,14H,4-6H2,1H3;C9H11N3O2S;225;0.56;4.30;-0.69;2.22;-20
OC/C=C\1/C(=NNC1=O)C(=O)Cc1oc(cc1)C=C;1/000000951;InChI=1S/C13H12N2O4/c1-2-8-3-4-9(19-8)7-11(17)12-10(5-6-16)13(18)15-14-12/h2-5,16H,1,6-7H2,(H,15,18)/b10-5-;C13H12N2O4;260;0.25;4.60;5.46;2.48;0
OC/C=C/1\C(=O)NN=C1C(=O)Cc1oc(cc1)COCC;1/000000610;InChI=1S/C14H16N2O5/c1-2-20-8-10-4-3-9(21-10)7-12(18)13-11(5-6-17)14(19)16-15-13/h3-5,17H,2,6-8H2,1H3,(H,16,19)/b11-5-;C14H16N2O5;292;-0.13;4.41;3.31;2.48;-20
ONCC(=O)Cc1nnc(s1)c1[nH]ncc1;1/000000828;InChI=1S/C8H9N5O2S/c14-5(4-10-15)3-7-12-13-8(16-7)6-1-2-9-11-6/h1-2,10,15H,3-4H2,(H,9,11);C8H9N5O2S;239;0.55;4.05;-1.64;23.90;-80
ONC/C=C\C[C@H](Cc1nnsc1)O;1/000000490;InChI=1S/C8H13N3O2S/c12-8(3-1-2-4-9-13)5-7-6-14-11-10-7/h1-2,6,8-9,12-13H,3-5H2/b2-1-/t8-/m1/s1;C8H13N3O2S;215;1.51;4.85;-2.13;3.58;-150
ONC/C=C\C[C@H](Cc1[nH]ccc1)O;1/000000504;InChI=1S/C10H16N2O2/c13-10(5-1-2-7-12-14)8-9-4-3-6-11-9/h1-4,6,10-14H,5,7-8H2/b2-1-/t10-/m1/s1;C10H16N2O2;196;0.53;4.40;-1.75;3.58;-150
Sc1nnc([nH]1)COC[C@@H](CCNNCc1n[nH]nc1)O;1/000001094;InChI=1S/C10H18N8O2S/c19-8(5-20-6-9-14-10(21)17-16-9)1-2-11-12-3-7-4-13-18-15-7/h4,8,11-12,19H,1-3,5-6H2,(H,13,15,18)(H2,14,16,17,21)/t8-/m1/s1;C10H18N8O2S;314;1.98;4.43;-1.38;5.09;-190
ON[C@H](C(=O)Cc1nnc(s1)CC#C)c1n[nH]cc1Br;1/000000142;InChI=1S/C11H10BrN5O2S/c1-2-3-8-14-15-9(20-8)4-7(18)11(17-19)10-6(12)5-13-16-10/h1,5,11,17,19H,3-4H2,(H,13,16)/t11-/m1/s1;C11H10N5O2SBr;356;1.15;4.51;1.11;2.48;-150
