SMILES;Name;InChI;Formula;MW;LogP;pKd;Structure;Synthesize;Chemical
Oc1c(N)c(cc2c1SCCC2)CN(C)C(=O)N;17/000000057;InChI=1S/C12H17N3O2S/c1-15(12(14)17)6-8-5-7-3-2-4-18-11(7)10(16)9(8)13/h5,16H,2-4,6,13H2,1H3,(H2,14,17);C12H17N3O2S;267;0.34;4.16;-7.90;16.50;-140
Oc1cc(cc2c1SCCC2)CNNCNC/C=C/CS;17/000000037;InChI=1S/C15H23N3OS2/c19-14-9-12(8-13-4-3-7-21-15(13)14)10-17-18-11-16-5-1-2-6-20/h1-2,8-9,16-20H,3-7,10-11H2/b2-1+;C15H23N3OS2;325;3.59;4.45;-7.15;19.60;-140
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000078;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.06;-1.59;22.50;-120
Oc1cc(C(=O)N)cc(c1Cl)Cl;17/000000020;InChI=1S/C7H5Cl2NO2/c8-4-1-3(7(10)12)2-5(11)6(4)9/h1-2,11H,(H2,10,12);C7H5NO2Cl2;205;1.75;4.04;-4.89;1.11;-20
Oc1ncc(cc1)N(c1ccc(c(c1)O)F)C(=O)N;17/000000075;InChI=1S/C12H10FN3O3/c13-9-3-1-7(5-10(9)17)16(12(14)19)8-2-4-11(18)15-6-8/h1-6,17H,(H2,14,19)(H,15,18);C12H10N3O3F;263;0.93;4.18;-6.12;16.50;-40
Oc1c(F)ccc(c1)C(=O)c1n[nH]c(=[NH2])[nH]1;17/000000053;InChI=1S/C9H8FN4O2/c10-5-2-1-4(3-6(5)15)7(16)8-12-9(11)14-13-8/h1-3,14-15H,11H2,(H,12,13);C9H7N4O2F;222;1.00;4.09;-5.85;2.22;-60
Oc1cc(cc2c1SCCC2)CNNCBr;17/000000063;InChI=1S/C11H15BrN2OS/c12-7-14-13-6-8-4-9-2-1-3-16-11(9)10(15)5-8/h4-5,13-15H,1-3,6-7H2;C11H15N2OSBr;303;3.51;4.17;-7.51;14.00;-120
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000079;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.14;-1.64;22.50;-120
Oc1c(N)c(cc2c1SCCC2)CN(C)C(=O)N;17/000000058;InChI=1S/C12H17N3O2S/c1-15(12(14)17)6-8-5-7-3-2-4-18-11(7)10(16)9(8)13/h5,16H,2-4,6,13H2,1H3,(H2,14,17);C12H17N3O2S;267;0.34;4.18;-7.46;16.50;-140
Oc1c(N)c(cc2c1SCCC2)C(=O)CN;17/000000022;InChI=1S/C11H14N2O2S/c12-5-8(14)7-4-6-2-1-3-16-11(6)10(15)9(7)13/h4,15H,1-3,5,12-13H2;C11H14N2O2S;238;0.42;4.22;-6.98;14.50;-120
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000080;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.20;-1.89;22.50;-120
OCCCCCCc1cc(O)c2c(c1N=O)CCCS2;17/000000025;InChI=1S/C15H21NO3S/c17-8-4-2-1-3-6-11-10-13(18)15-12(14(11)16-19)7-5-9-20-15/h10,17-18H,1-9H2;C15H21NO3S;295;2.82;4.15;-7.87;17.30;-140
Oc1cc(cc2c1SCCC2)CNNCNC/C=C/CS;17/000000036;InChI=1S/C15H23N3OS2/c19-14-9-12(8-13-4-3-7-21-15(13)14)10-17-18-11-16-5-1-2-6-20/h1-2,8-9,16-20H,3-7,10-11H2/b2-1+;C15H23N3OS2;325;3.59;4.15;-7.47;19.60;-140
OC/C(=C/Cc1cc(O)c2c(c1N=O)CCCS2)/C;17/000000050;InChI=1S/C14H17NO3S/c1-9(8-16)4-5-10-7-12(17)14-11(13(10)15-18)3-2-6-19-14/h4,7,16-17H,2-3,5-6,8H2,1H3/b9-4+;C14H17NO3S;279;1.82;4.10;-7.62;17.70;-140
Oc1cc(C=C)c(c2c1SCCC2)CO;17/000000033;InChI=1S/C12H14O2S/c1-2-8-6-11(14)12-9(10(8)7-13)4-3-5-15-12/h2,6,13-14H,1,3-5,7H2;C12H14O2S;222;2.20;4.01;-5.58;12.30;-140
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000087;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.23;-1.52;22.50;-120
Oc1cc(C(=O)NC/C=C/C)c(cc1Cl)Cl;17/000000071;InChI=1S/C11H11Cl2NO2/c1-2-3-4-14-11(16)7-5-10(15)9(13)6-8(7)12/h2-3,5-6,15H,4H2,1H3,(H,14,16)/b3-2+;C11H11NO2Cl2;259;3.19;4.01;-6.24;3.85;-40
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000088;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.24;-1.25;22.50;-120
OC(=O)COCc1cc(O)cc2c1sc(=C)[nH]2;17/000000051;InChI=1S/C11H11NO4S/c1-6-12-9-3-8(13)2-7(11(9)17-6)4-16-5-10(14)15/h2-3,12-13H,1,4-5H2,(H,14,15);C11H11NO4S;253;1.37;4.11;-3.53;16.50;-80
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000089;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.24;-1.24;22.50;-120
Oc1c(cc(c2c1SCCC2)N=O)NS(=O)(=O)OC;17/000000026;InChI=1S/C10H12N2O5S2/c1-17-19(15,16)12-8-5-7(11-14)6-3-2-4-18-10(6)9(8)13/h5,12-13H,2-4H2,1H3;C10H12N2O5S2;304;0.80;4.27;-4.55;21.20;-140
S[C@H](CNCC1=Cc2c(C1)cccc2)C1=NN=CNC1;17/000000001;InChI=1S/C15H18N4S/c20-15(14-8-17-10-18-19-14)9-16-7-11-5-12-3-1-2-4-13(12)6-11/h1-5,10,15-16,20H,6-9H2,(H,17,18)/t15-/m1/s1;C15H18N4S;286;1.98;4.00;3.26;3.58;-190
Oc1ncc(cc1)N(c1ccc(c(c1)O)F)C(=O)N;17/000000074;InChI=1S/C12H10FN3O3/c13-9-3-1-7(5-10(9)17)16(12(14)19)8-2-4-11(18)15-6-8/h1-6,17H,(H2,14,19)(H,15,18);C12H10N3O3F;263;0.93;4.12;-5.79;16.50;-40
Oc1c(O)cc(cc1)Br;17/000000019;InChI=1S/C6H5BrO2/c7-4-1-2-5(8)6(9)3-4/h1-3,8-9H;C6H5O2Br;189;2.01;4.06;-4.92;1.00;-20
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000084;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.41;-1.19;22.50;-120
Oc1cccc2c1C=C(C2)CNC[C@H](C1=NN=CNC1)S;17/000000007;InChI=1S/C15H18N4OS/c20-14-3-1-2-11-4-10(5-12(11)14)6-16-8-15(21)13-7-17-9-18-19-13/h1-3,5,9,15-16,20-21H,4,6-8H2,(H,17,18)/t15-/m1/s1;C15H18N4OS;302;1.58;4.49;5.21;21.20;-190
Oc1cc(C(=O)NC/C=C/C)c(cc1Cl)Cl;17/000000070;InChI=1S/C11H11Cl2NO2/c1-2-3-4-14-11(16)7-5-10(15)9(13)6-8(7)12/h2-3,5-6,15H,4H2,1H3,(H,14,16)/b3-2+;C11H11NO2Cl2;259;3.19;4.03;-6.40;3.85;-40
Oc1c(N)c(cc2c1SCCC2)COC;17/000000042;InChI=1S/C11H15NO2S/c1-14-6-8-5-7-3-2-4-15-11(7)10(13)9(8)12/h5,13H,2-4,6,12H2,1H3;C11H15NO2S;225;1.39;4.11;-5.50;12.10;-140
Oc1c(N)c(cc2c1SCCC2)C(=O)CN;17/000000023;InChI=1S/C11H14N2O2S/c12-5-8(14)7-4-6-2-1-3-16-11(6)10(15)9(7)13/h4,15H,1-3,5,12-13H2;C11H14N2O2S;238;0.42;4.24;-6.39;14.50;-120
OC/C(=C/Cc1cc(O)c2c(c1N=O)CCCS2)/C;17/000000049;InChI=1S/C14H17NO3S/c1-9(8-16)4-5-10-7-12(17)14-11(13(10)15-18)3-2-6-19-14/h4,7,16-17H,2-3,5-6,8H2,1H3/b9-4+;C14H17NO3S;279;1.82;4.01;-7.80;17.70;-140
Oc1c(F)ccc(c1)C(=O)c1c(=O)nc([nH]c1)S;17/000000031;InChI=1S/C11H7FN2O3S/c12-7-2-1-5(3-8(7)15)9(16)6-4-13-11(18)14-10(6)17/h1-4,15H,(H2,13,14,17,18);C11H7N2O3SF;266;1.60;4.20;-6.64;21.10;-60
C1=NN=C(CN1)CCOC(=O)[C@@H](C1=NN=CCN1)c1snnc1;17/000000012;InChI=1S/C12H14N8O2S/c21-12(22-4-1-8-5-13-7-17-18-8)10(9-6-16-20-23-9)11-14-2-3-15-19-11/h3,6-7,10H,1-2,4-5H2,(H,13,17)(H,14,19)/t10-/m1/s1;C12H14N8O2S;334;1.65;4.18;0.69;3.58;-150
OCc1cc(O)c2c(c1N=O)CCCS2;17/000000052;InChI=1S/C10H11NO3S/c12-5-6-4-8(13)10-7(9(6)11-14)2-1-3-15-10/h4,12-13H,1-3,5H2;C10H11NO3S;225;1.23;4.03;-6.49;14.30;-120
Oc1cc(cc2c1SCCC2)CNNCBr;17/000000068;InChI=1S/C11H15BrN2OS/c12-7-14-13-6-8-4-9-2-1-3-16-11(9)10(15)5-8/h4-5,13-15H,1-3,6-7H2;C11H15N2OSBr;303;3.51;4.18;-7.82;14.00;-140
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000090;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.24;-0.92;22.50;-120
Oc1c(N)c(cc2c1SCCC2)COC;17/000000041;InChI=1S/C11H15NO2S/c1-14-6-8-5-7-3-2-4-15-11(7)10(13)9(8)12/h5,13H,2-4,6,12H2,1H3;C11H15NO2S;225;1.39;4.10;-5.70;12.10;-140
Oc1cc(cc2c1SCCC2)CNNCBr;17/000000065;InChI=1S/C11H15BrN2OS/c12-7-14-13-6-8-4-9-2-1-3-16-11(9)10(15)5-8/h4-5,13-15H,1-3,6-7H2;C11H15N2OSBr;303;3.51;4.30;-5.72;14.00;-120
Oc1c(N)c(cc2c1SCCC2)C(=O)CN;17/000000021;InChI=1S/C11H14N2O2S/c12-5-8(14)7-4-6-2-1-3-16-11(6)10(15)9(7)13/h4,15H,1-3,5,12-13H2;C11H14N2O2S;238;0.42;4.22;-6.79;14.50;-120
Oc1c(N)c(cc2c1SCCC2)COC;17/000000039;InChI=1S/C11H15NO2S/c1-14-6-8-5-7-3-2-4-15-11(7)10(13)9(8)12/h5,13H,2-4,6,12H2,1H3;C11H15NO2S;225;1.39;4.07;-6.82;12.10;-140
Oc1cc(cc2c1SCCC2)CNNCCCl;17/000000029;InChI=1S/C12H17ClN2OS/c13-3-4-14-15-8-9-6-10-2-1-5-17-12(10)11(16)7-9/h6-7,14-16H,1-5,8H2;C12H17N2OSCl;272;3.53;4.17;-6.85;14.60;-120
S[C@H](CNCC1=Cc2c(C1)cccc2)C1=NN=CNC1;17/000000003;InChI=1S/C15H18N4S/c20-15(14-8-17-10-18-19-14)9-16-7-11-5-12-3-1-2-4-13(12)6-11/h1-5,10,15-16,20H,6-9H2,(H,17,18)/t15-/m1/s1;C15H18N4S;286;1.98;4.09;3.16;3.58;-190
S[C@H](CNCC1=Cc2c(C1)cccc2)C1=NN=CNC1;17/000000002;InChI=1S/C15H18N4S/c20-15(14-8-17-10-18-19-14)9-16-7-11-5-12-3-1-2-4-13(12)6-11/h1-5,10,15-16,20H,6-9H2,(H,17,18)/t15-/m1/s1;C15H18N4S;286;1.98;4.05;2.86;3.58;-190
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000093;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.20;-1.06;22.50;-120
Oc1c(N)c(cc2c1SCCC2)CN(C)C(=O)N;17/000000056;InChI=1S/C12H17N3O2S/c1-15(12(14)17)6-8-5-7-3-2-4-18-11(7)10(16)9(8)13/h5,16H,2-4,6,13H2,1H3,(H2,14,17);C12H17N3O2S;267;0.34;4.15;-8.27;16.50;-140
Oc1cc(cc2c1SCCC2)CNNCCCl;17/000000030;InChI=1S/C12H17ClN2OS/c13-3-4-14-15-8-9-6-10-2-1-5-17-12(10)11(16)7-9/h6-7,14-16H,1-5,8H2;C12H17N2OSCl;272;3.53;4.03;-5.57;14.60;-120
Oc1c(N)c(cc2c1SCCC2)COC;17/000000040;InChI=1S/C11H15NO2S/c1-14-6-8-5-7-3-2-4-15-11(7)10(13)9(8)12/h5,13H,2-4,6,12H2,1H3;C11H15NO2S;225;1.39;4.08;-6.25;12.10;-140
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000086;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.19;-1.50;22.50;-120
Oc1cc(cc2c1SCCC2)CNNCBr;17/000000064;InChI=1S/C11H15BrN2OS/c12-7-14-13-6-8-4-9-2-1-3-16-11(9)10(15)5-8/h4-5,13-15H,1-3,6-7H2;C11H15N2OSBr;303;3.51;4.07;-7.41;14.00;-120
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000085;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.22;-1.12;22.50;-120
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000083;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.24;-0.87;22.50;-120
Oc1c(O)cc(c(c1)N)/C(=C/CCO)/CC;17/000000060;InChI=1S/C12H17NO3/c1-2-8(4-3-5-14)9-6-11(15)12(16)7-10(9)13/h4,6-7,14-16H,2-3,5,13H2,1H3/b8-4+;C12H17NO3;223;0.74;4.09;-5.78;3.58;-40
Oc1ccc(c(c1P(=O)(O)O)F)CC(=O)OCCC1=NN=CNC1;17/000000009;InChI=1S/C13H15FN3O6P/c14-12-8(1-2-10(18)13(12)24(20,21)22)5-11(19)23-4-3-9-6-15-7-16-17-9/h1-2,7,18H,3-6H2,(H,15,16)(H2,20,21,22);C13H15N3O6PF;359;0.01;4.37;-3.40;6.32;-60
Oc1ncc(cc1)N(c1ccc(c(c1)O)F)C(=O)N;17/000000073;InChI=1S/C12H10FN3O3/c13-9-3-1-7(5-10(9)17)16(12(14)19)8-2-4-11(18)15-6-8/h1-6,17H,(H2,14,19)(H,15,18);C12H10N3O3F;263;0.93;4.15;-6.42;16.50;-40
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000091;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.24;-0.92;22.50;-120
Oc1c(O)cc(cc1)Br;17/000000018;InChI=1S/C6H5BrO2/c7-4-1-2-5(8)6(9)3-4/h1-3,8-9H;C6H5O2Br;189;2.01;4.05;-4.67;1.00;-20
Oc1c(N)c(SCCN)cc2c1SCCC2;17/000000046;InChI=1S/C11H16N2OS2/c12-3-5-15-8-6-7-2-1-4-16-11(7)10(14)9(8)13/h6,14H,1-5,12-13H2;C11H16N2OS2;256;1.58;4.25;-7.48;14.80;-120
Oc1cc(cc2c1SCCC2)CNNCBr;17/000000067;InChI=1S/C11H15BrN2OS/c12-7-14-13-6-8-4-9-2-1-3-16-11(9)10(15)5-8/h4-5,13-15H,1-3,6-7H2;C11H15N2OSBr;303;3.51;4.06;-7.37;14.00;-120
C1=NN=C(CN1)CCOC(=O)[C@@H](C1=NN=CCN1)c1snnc1;17/000000013;InChI=1S/C12H14N8O2S/c21-12(22-4-1-8-5-13-7-17-18-8)10(9-6-16-20-23-9)11-14-2-3-15-19-11/h3,6-7,10H,1-2,4-5H2,(H,13,17)(H,14,19)/t10-/m1/s1;C12H14N8O2S;334;1.65;4.27;-0.06;3.58;-150
S[C@H](CNCC1=Cc2c(C1)c(I)ccc2)C1=NN=CNC1;17/000000017;InChI=1S/C15H17IN4S/c16-13-3-1-2-11-4-10(5-12(11)13)6-17-8-15(21)14-7-18-9-19-20-14/h1-4,9,15,17,21H,5-8H2,(H,18,19)/t15-/m1/s1;C15H17N4SI;412;3.05;4.47;1.96;3.72;-190
Oc1c(N)c(SCCN)cc2c1SCCC2;17/000000047;InChI=1S/C11H16N2OS2/c12-3-5-15-8-6-7-2-1-4-16-11(7)10(14)9(8)13/h6,14H,1-5,12-13H2;C11H16N2OS2;256;1.58;4.27;-6.93;14.80;-120
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000076;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.28;-1.96;22.50;-120
Oc1c(O)cc(c(c1)N)/C(=C/CCO)/CC;17/000000061;InChI=1S/C12H17NO3/c1-2-8(4-3-5-14)9-6-11(15)12(16)7-10(9)13/h4,6-7,14-16H,2-3,5,13H2,1H3/b8-4+;C12H17NO3;223;0.74;4.00;-4.51;3.58;-40
Oc1cc(cc2c1SCCC2)COC(=O)Cc1nn[nH]c1;17/000000092;InChI=1S/C14H15N3O3S/c18-12-5-9(4-10-2-1-3-21-14(10)12)8-20-13(19)6-11-7-15-17-16-11/h4-5,7,18H,1-3,6,8H2,(H,15,16,17);C14H15N3O3S;305;2.04;4.27;-1.07;22.50;-120
Oc1c(F)ccc(c1)C(=O)c1n[nH]c(=S)[nH]1;17/000000069;InChI=1S/C9H6FN3O2S/c10-5-2-1-4(3-6(5)14)7(15)8-11-9(16)13-12-8/h1-3,14H,(H2,11,12,13,16);C9H6N3O2SF;239;2.24;4.00;-6.59;2.22;-60
Oc1cccc(c1C(=O)C/C=C\[C@H](C1=NN=CNC1)N)O;17/000000010;InChI=1S/C14H16N4O3/c15-9(10-7-16-8-17-18-10)3-1-4-11(19)14-12(20)5-2-6-13(14)21/h1-3,5-6,8-9,20-21H,4,7,15H2,(H,16,17)/b3-1-/t9-/m1/s1;C14H16N4O3;288;0.70;4.57;1.79;3.58;-150
S[C@H](CNOCc1sc(nc1)NCBr)C(=O)O;19/000000062;InChI=1S/C8H12BrN3O3S2/c9-4-11-8-10-1-5(17-8)3-15-12-2-6(16)7(13)14/h1,6,12,16H,2-4H2,(H,10,11)(H,13,14)/t6-/m1/s1;C8H12N3O3S2Br;342;0.39;4.25;3.02;3.58;-150
Oc1c(Cl)ccc(c1)OC(=O)COC(=O)Cc1sc(nc1)N;19/000000043;InChI=1S/C13H11ClN2O5S/c14-9-2-1-7(3-10(9)17)21-12(19)6-20-11(18)4-8-5-16-13(15)22-8/h1-3,5,17H,4,6H2,(H2,15,16);C13H11N2O5SCl;342;0.63;4.33;-0.46;3.58;-40
OC(=O)Cc1nc([nH]n1)/C(=C\CCC[NH3+])/C;19/000000011;InChI=1S/C10H16N4O2/c1-7(4-2-3-5-11)10-12-8(13-14-10)6-9(15)16/h4H,2-3,5-6,11H2,1H3,(H,15,16)(H,12,13,14)/p+1/b7-4-;C10H17N4O2;225;0.08;4.09;-0.28;3.85;-20
c1nc(sc1CONCc1ccc2c(c1)COC2)NCBr;19/000000066;InChI=1S/C14H16BrN3O2S/c15-9-17-14-16-5-13(21-14)8-20-18-4-10-1-2-11-6-19-7-12(11)3-10/h1-3,5,18H,4,6-9H2,(H,16,17);C14H16N3O2SBr;370;1.77;4.06;-0.97;20.50;-60
SCC[C@H](C1=NN(CC1)C(=O)C1=CNC=NC1)N;19/000000005;InChI=1S/C11H17N5OS/c12-9(2-4-18)10-1-3-16(15-10)11(17)8-5-13-7-14-6-8/h5,7,9,18H,1-4,6,12H2,(H,13,14)/t9-/m1/s1;C11H17N5OS;267;-0.22;4.63;2.40;2.22;-150
O=N[C@@H](C1=CNC=NC1)/C=C/CC#CCc1nn[nH]n1;19/000000024;InChI=1S/C12H13N7O/c20-17-11(10-7-13-9-14-8-10)5-3-1-2-4-6-12-15-18-19-16-12/h3,5,7,9,11H,1,6,8H2,(H,13,14)(H,15,16,18,19)/b5-3+/t11-/m1/s1;C12H13N7O;271;0.76;4.04;1.39;4.94;-150
SCC[C@H](C1=NN(CC1)C(=O)C1=CNC=NC1)N;19/000000008;InChI=1S/C11H17N5OS/c12-9(2-4-18)10-1-3-16(15-10)11(17)8-5-13-7-14-6-8/h5,7,9,18H,1-4,6,12H2,(H,13,14)/t9-/m1/s1;C11H17N5OS;267;-0.22;4.65;3.34;2.22;-150
O=N[C@@H](C1=CNC=NC1)/C=C/CC#CCc1cccc(c1)CO;19/000000014;InChI=1S/C18H19N3O2/c22-13-16-8-5-7-15(10-16)6-3-1-2-4-9-18(21-23)17-11-19-14-20-12-17/h4-5,7-11,14,18,22H,2,6,12-13H2,(H,19,20)/b9-4+/t18-/m1/s1;C18H19N3O2;309;1.50;4.37;-0.80;4.94;-190
c1nc(sc1CONCc1ccc2c(c1)occc2=O)NCBr;19/000000045;InChI=1S/C15H14BrN3O3S/c16-9-18-15-17-7-11(23-15)8-22-19-6-10-1-2-12-13(20)3-4-21-14(12)5-10/h1-5,7,19H,6,8-9H2,(H,17,18);C15H14N3O3SBr;396;2.03;4.23;-1.83;24.30;-140
c1ccc(cc1CNC(=O)Cc1sc(nc1)NCBr)Br;19/000000038;InChI=1S/C13H13Br2N3OS/c14-8-18-13-17-7-11(20-13)5-12(19)16-6-9-2-1-3-10(15)4-9/h1-4,7H,5-6,8H2,(H,16,19)(H,17,18);C13H13N3OSBr2;419;2.34;4.37;0.34;3.85;0
N(Cc1[nH]c(=[NH2])[nH]n1)OCc1sc(nc1)NCBr;19/000000034;InChI=1S/C8H13BrN7OS/c9-4-12-8-11-1-5(18-8)3-17-13-2-6-14-7(10)16-15-6/h1,13,16H,2-4,10H2,(H,11,12)(H,14,15);C8H12N7OSBr;334;0.04;4.00;1.24;2.22;0
O=N[C@@H](C1=CNC=NC1)/C=C/CC#CCc1nc(N)ccc1;19/000000028;InChI=1S/C16H17N5O/c17-16-9-5-7-14(20-16)6-3-1-2-4-8-15(21-22)13-10-18-12-19-11-13/h4-5,7-10,12,15H,2,6,11H2,(H2,17,20)(H,18,19)/b8-4+/t15-/m1/s1;C16H17N5O;295;1.06;4.17;0.43;23.90;-190
SCC[C@H](C1=NN(CC1)C(=O)C1=CNC=NC1)N;19/000000004;InChI=1S/C11H17N5OS/c12-9(2-4-18)10-1-3-16(15-10)11(17)8-5-13-7-14-6-8/h5,7,9,18H,1-4,6,12H2,(H,13,14)/t9-/m1/s1;C11H17N5OS;267;-0.22;4.65;2.49;2.22;-150
N(CC1CCCC1)OCc1sc(nc1)NCBr;19/000000054;InChI=1S/C11H18BrN3OS/c12-8-14-11-13-6-10(17-11)7-16-15-5-9-3-1-2-4-9/h6,9,15H,1-5,7-8H2,(H,13,14);C11H18N3OSBr;320;2.12;4.01;1.14;3.58;-150
O=N[C@@H](C1=CNC=NC1)/C=C/CC#CCc1nc(N)ccc1;19/000000027;InChI=1S/C16H17N5O/c17-16-9-5-7-14(20-16)6-3-1-2-4-8-15(21-22)13-10-18-12-19-11-13/h4-5,7-10,12,15H,2,6,11H2,(H2,17,20)(H,18,19)/b8-4+/t15-/m1/s1;C16H17N5O;295;1.06;4.21;1.57;23.90;-190
c1nc(sc1CONCc1cc2cccc3c2c(c1)CC3)NCBr;19/000000077;InChI=1S/C18H18BrN3OS/c19-11-21-18-20-9-16(24-18)10-23-22-8-12-6-14-3-1-2-13-4-5-15(7-12)17(13)14/h1-3,6-7,9,22H,4-5,8,10-11H2,(H,20,21);C18H18N3OSBr;404;3.54;4.73;-2.13;21.30;-200
O=N[C@@H](C1=CNC=NC1)/C=C/CC#CCc1cccc(c1)CO;19/000000016;InChI=1S/C18H19N3O2/c22-13-16-8-5-7-15(10-16)6-3-1-2-4-9-18(21-23)17-11-19-14-20-12-17/h4-5,7-11,14,18,22H,2,6,12-13H2,(H,19,20)/b9-4+/t18-/m1/s1;C18H19N3O2;309;1.50;4.32;-0.37;4.94;-190
N(Cc1[nH]c(=[NH2])[nH]n1)OCc1sc(nc1)NCBr;19/000000032;InChI=1S/C8H13BrN7OS/c9-4-12-8-11-1-5(18-8)3-17-13-2-6-14-7(10)16-15-6/h1,13,16H,2-4,10H2,(H,11,12)(H,14,15);C8H12N7OSBr;334;0.04;4.07;0.68;2.22;0
O=N[C@@H](C1=CNC=NC1)/C=C/CC#CCc1cccc(c1)CO;19/000000015;InChI=1S/C18H19N3O2/c22-13-16-8-5-7-15(10-16)6-3-1-2-4-9-18(21-23)17-11-19-14-20-12-17/h4-5,7-11,14,18,22H,2,6,12-13H2,(H,19,20)/b9-4+/t18-/m1/s1;C18H19N3O2;309;1.50;4.29;-0.55;4.94;-190
c1nc(sc1CONCc1ccc2c(c1)occc2=O)NCBr;19/000000048;InChI=1S/C15H14BrN3O3S/c16-9-18-15-17-7-11(23-15)8-22-19-6-10-1-2-12-13(20)3-4-21-14(12)5-10/h1-5,7,19H,6,8-9H2,(H,17,18);C15H14N3O3SBr;396;2.03;4.22;-2.05;24.30;-120
SCC[C@H](C1=NN(CC1)C(=O)C1=CNC=NC1)N;19/000000006;InChI=1S/C11H17N5OS/c12-9(2-4-18)10-1-3-16(15-10)11(17)8-5-13-7-14-6-8/h5,7,9,18H,1-4,6,12H2,(H,13,14)/t9-/m1/s1;C11H17N5OS;267;-0.22;4.65;3.24;2.22;-150
N(CC1CCCC1)OCc1sc(nc1)NCBr;19/000000055;InChI=1S/C11H18BrN3OS/c12-8-14-11-13-6-10(17-11)7-16-15-5-9-3-1-2-4-9/h6,9,15H,1-5,7-8H2,(H,13,14);C11H18N3OSBr;320;2.12;4.02;1.71;3.58;-150
